DR_NO,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,LOCATION,LAT,LON
220506323,28/02/2022,9:05,5,Harbor,526,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1309,36,M,H,RESTAURANT/FAST FOOD,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,200 W  ANAHEIM                      ST,33.7799,-118.2638
222006579,28/02/2022,7:55,20,Olympic,2002,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913,0,F,H,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,4700    OAKWOOD                      AV,34.0773,-118.3092
220706234,28/02/2022,18:10,7,Wilshire,783,624,BATTERY - SIMPLE ASSAULT,0400 0913,30,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2000    HAUSER                       BL,34.0391,-118.3603
221906384,28/02/2022,17:50,19,Mission,1925,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,49,M,H,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,12500    BRADLEY                      AV,34.2975,-118.4495
220806443,28/02/2022,21:30,8,West LA,835,310,BURGLARY,1402 0344 1609,0,M,O,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2100    WESTWOOD                     BL,34.0453,-118.4329
220206739,28/02/2022,10:00,2,Rampart,257,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,COLUMBIA,34.0552,-118.2675
220706223,28/02/2022,17:00,7,Wilshire,702,210,ROBBERY,0916 0400 1402,35,M,W,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,CLINTON,34.0818,-118.3553
220206439,28/02/2022,0:30,2,Rampart,251,624,BATTERY - SIMPLE ASSAULT,1218 0400 0444 2000 1814 0913,39,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,600 S  RAMPART                      BL,34.0624,-118.2813
221706042,28/02/2022,18:00,17,Devonshire,1783,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,19200    NORDHOFF                     ST,34.2354,-118.5516
221006183,28/02/2022,13:30,10,West Valley,1035,624,BATTERY - SIMPLE ASSAULT,0906 1822 0400 0371 1266 0416 1420 1309,43,M,H,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,18300    VANOWEN                      ST,34.1939,-118.5328
220206616,28/02/2022,1:15,2,Rampart,238,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,41,F,W,PARKING UNDERGROUND/BUILDING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,400 E  EDGEWARE                     RD,34.0656,-118.2553
221506324,28/02/2022,11:45,15,N Hollywood,1527,903,CONTEMPT OF COURT,2038,27,F,W,DRIVEWAY,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,11200    DELANO                       ST,34.1821,-118.3758
220706207,28/02/2022,18:55,7,Wilshire,729,210,ROBBERY,0344 1822 0400 1402 0916,31,F,A,PARKING LOT,511,VERBAL THREAT,IC,Invest Cont,200 N  LARCHMONT                    BL,34.075,-118.3236
221806686,28/02/2022,19:30,18,Southeast,1864,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2004 1202 0913 0329 0602 0360 0216,72,F,B,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,11500    WADSWORTH                    AV,33.9301,-118.2586
221006165,28/02/2022,10:30,10,West Valley,1003,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300,25,F,W,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,18500    SATICOY                      ST,34.2148,-118.5404
220306769,28/02/2022,20:00,3,Southwest,399,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,41ST                         ST,34.0092,-118.2827
221006176,28/02/2022,6:15,10,West Valley,1078,510,VEHICLE - STOLEN,0,0,X,X,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,5100    HAYVENHURST                  AV,34.1633,-118.4924
220405932,28/02/2022,22:00,4,Hollenbeck,477,330,BURGLARY FROM VEHICLE,1300 1302 0344,23,M,H,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,PENRITH                      DR,34.034,-118.2149
220706235,28/02/2022,20:05,7,Wilshire,783,624,BATTERY - SIMPLE ASSAULT,0416 0913,22,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2000    HAUSER                       BL,34.0391,-118.3603
222106349,28/02/2022,13:25,21,Topanga,2144,624,BATTERY - SIMPLE ASSAULT,429,50,M,O,CAR WASH,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,22700    VICTORY                      BL,34.1864,-118.6212
221006177,28/02/2022,11:00,10,West Valley,1088,510,VEHICLE - STOLEN,0,0,X,X,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,4200    LANAI                        RD,34.1532,-118.4983
221406851,28/02/2022,18:00,14,Pacific,1443,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,54,F,W,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1000    VAN BUREN                    AV,33.9928,-118.4513
221207166,28/02/2022,15:30,12,77th Street,1213,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 0400 0416 1814 0408 0417 0444 0429 0448,20,F,B,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,5700    RUTHELEN                     ST,33.991,-118.3126
220107443,28/02/2022,18:30,1,Central,138,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307 1822 0377,30,M,H,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,3RD,34.0461,-118.2395
221605927,28/02/2022,1:35,16,Foothill,1685,310,BURGLARY,1402 0344,0,X,X,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,8100    LANKERSHIM                   BL,34.218,-118.3878
220506270,28/02/2022,20:30,5,Harbor,512,890,FAILURE TO YIELD,1402 1309,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,ANAHEIM                      ST,33.7845,-118.3021
220107444,28/02/2022,16:00,1,Central,164,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 2004,0,X,X,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,100 E  7TH                          ST,34.0446,-118.2507
221106164,28/02/2022,4:30,11,Northeast,1153,310,BURGLARY,0314 0344 1606,54,F,W,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1900 N  SERRANO                      AV,34.1054,-118.3071
221506312,28/02/2022,12:00,15,N Hollywood,1599,210,ROBBERY,1822 1309 0342 0302 0449 0344 0400 0416,35,M,W,PARK/PLAYGROUND,102,HAND GUN,IC,Invest Cont,7700    MULHOLLAND                   DR,34.1284,-118.3568
220506263,28/02/2022,20:15,5,Harbor,525,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,41,M,A,LIQUOR STORE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,EAST                         ST,33.7739,-118.2678
220300569,28/02/2022,9:20,3,Southwest,319,624,BATTERY - SIMPLE ASSAULT,0360 0417 0419 0562 0913 1815 2024,50,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,800 W  WASHINGTON                   BL,34.036,-118.2756
221207113,28/02/2022,1:50,12,77th Street,1259,624,BATTERY - SIMPLE ASSAULT,0913 1810 0400 0416,45,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,600 E  76TH                         PL,33.9702,-118.2652
221605993,28/02/2022,12:00,16,Foothill,1657,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,10200    PINEWOOD                     AV,34.253,-118.2907
221406907,28/02/2022,16:00,14,Pacific,1428,354,THEFT OF IDENTITY,1822,28,F,W,OTHER PREMISE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,3400    VETERAN                      AV,34.0237,-118.4191
221906475,28/02/2022,12:00,19,Mission,1988,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 0913 0553 0416,4,F,H,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,13100    TONOPAH                      ST,34.2293,-118.4175
222006612,28/02/2022,17:15,20,Olympic,2019,624,BATTERY - SIMPLE ASSAULT,0913 0416 0417,37,M,H,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,MADISON                      AV,34.0735,-118.289
221106145,28/02/2022,4:04,11,Northeast,1171,310,BURGLARY,0344 1609 0358,0,M,H,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,3500 W  SUNSET                       BL,34.0917,-118.2741
221605895,28/02/2022,17:30,16,Foothill,1654,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0447 1822 1306 1310,30,F,H,"VEHICLE, PASSENGER/TRUCK",306,ROCK/THROWN OBJECT,IC,Invest Cont,12300    OSBORNE                      PL,34.2602,-118.4012
220107522,28/02/2022,19:45,1,Central,155,350,"THEFT, PERSON",1822 0344 0346 0400,21,M,W,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,5TH                          ST,34.0449,-118.2458
221605912,28/02/2022,18:00,16,Foothill,1617,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,51,F,H,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,8400    GRENOBLE                     ST,34.2606,-118.3158
220107729,28/02/2022,2:00,1,Central,158,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032,27,M,H,"BUS DEPOT/TERMINAL, OTHER THAN MTA",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,E  7TH                          ST,34.0351,-118.2386
221106223,28/02/2022,9:30,11,Northeast,1189,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,0,X,X,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,PASADENA                     AV,34.0862,-118.2174
221006331,28/02/2022,9:30,10,West Valley,1017,510,VEHICLE - STOLEN,0,0,X,X,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,7200    BALBOA                       BL,34.2048,-118.5099
221207145,28/02/2022,9:55,12,77th Street,1218,510,VEHICLE - STOLEN,0,0,X,X,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,5500 S  VERMONT                      AV,33.9923,-118.2915
220706224,28/02/2022,12:30,7,Wilshire,706,330,BURGLARY FROM VEHICLE,1609 0344 1402,56,M,B,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,GARDNER                      ST,34.0838,-118.3388
221207138,28/02/2022,7:15,12,77th Street,1259,623,BATTERY POLICE (SIMPLE),2001 0416 1212,0,M,O,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,600 E  76TH                         PL,33.9702,-118.2652
220706211,28/02/2022,9:30,7,Wilshire,732,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,421,47,F,H,OTHER BUSINESS,511,VERBAL THREAT,IC,Invest Cont,6100    WILSHIRE                     BL,34.0665,-118.3662
221106171,28/02/2022,15:30,11,Northeast,1142,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416,49,F,W,MTA - RED LINE - VERMONT/SUNSET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,SUNSET,34.1096,-118.2884
221506287,28/02/2022,3:15,15,N Hollywood,1555,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 0913 0445 0400 0416,28,F,W,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,11000    OTSEGO                       ST,34.163,-118.3706
221806891,28/02/2022,8:30,18,Southeast,1802,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 1309 0913 0603,33,F,H,SINGLE FAMILY DWELLING,307,VEHICLE,IC,Invest Cont,300 W  87TH                         ST,33.9588,-118.2782
221506626,28/02/2022,3:00,15,N Hollywood,1505,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,39,F,H,DRIVEWAY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,7400    FARMDALE                     AV,34.2066,-118.3812
221307121,28/02/2022,22:40,13,Newton,1322,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0913 0444 0554,28,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2200    WALL                         ST,34.0268,-118.2619
220306768,28/02/2022,7:15,3,Southwest,358,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1251,18,F,A,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,600 W  35TH                         ST,34.023,-118.2869
221506290,28/02/2022,4:55,15,N Hollywood,1519,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,M,W,GAS STATION,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,6800    VINELAND                     AV,34.194,-118.3703
220107446,28/02/2022,15:50,1,Central,182,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1814 0408,21,F,W,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,FLOWER,34.0444,-118.2628
221006186,28/02/2022,18:00,10,West Valley,1047,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1822 0416 1300 0319 0359,42,F,B,STREET,511,VERBAL THREAT,AO,Adult Other,5900    WHITE OAK                    AV,34.1776,-118.5183
221806683,28/02/2022,19:10,18,Southeast,1805,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1822 0342 0416 0446 0429 0444 0408 1300,25,F,B,YARD (RESIDENTIAL/BUSINESS),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,200 E  92ND                         ST,33.9529,-118.2717
221506630,28/02/2022,19:08,15,N Hollywood,1522,330,BURGLARY FROM VEHICLE,1300 0344,28,F,K,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,13000    VICTORY                      BL,34.1936,-118.4166
221806754,28/02/2022,22:00,18,Southeast,1864,510,VEHICLE - STOLEN,0,0,X,X,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,11800 S  CENTRAL                      AV,33.9264,-118.2543
220107457,28/02/2022,15:00,1,Central,123,946,OTHER MISCELLANEOUS CRIME,432,30,F,H,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,200 W  TEMPLE                       ST,34.0549,-118.2426
221806714,28/02/2022,15:00,18,Southeast,1822,310,BURGLARY,1402 1822 0329 1607 0321 1202,71,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,10200    WALL                         ST,33.9469,-118.2772
220606712,28/02/2022,2:00,6,Hollywood,668,220,ATTEMPTED ROBBERY,1300 1822 0355 0432,35,M,H,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,FOUNTAIN,34.0947,-118.3158
220206607,28/02/2022,15:00,2,Rampart,291,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,41,M,H,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1400    COURTLAND                    ST,34.0437,-118.2839
221706048,28/02/2022,17:00,17,Devonshire,1768,310,BURGLARY,1606,0,X,X,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,9700    WHITE OAK                    AV,34.2468,-118.5199
220405942,28/02/2022,19:00,4,Hollenbeck,489,330,BURGLARY FROM VEHICLE,1300 1302 0344,19,M,H,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1300 S  SOTO                         ST,34.0263,-118.2197
221806671,28/02/2022,10:35,18,Southeast,1842,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0431 2000 1814 0329 0432,33,F,B,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,400 W  111TH                        PL,33.9339,-118.2811
220706244,28/02/2022,23:00,7,Wilshire,769,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1300    2ND                          AV,34.0472,-118.3189
221906444,28/02/2022,18:00,19,Mission,1972,901,VIOLATION OF RESTRAINING ORDER,2038,49,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,9000    COLUMBUS                     AV,34.2337,-118.4654
221207131,28/02/2022,10:45,12,77th Street,1204,860,BATTERY WITH SEXUAL CONTACT,0345 1822 0522,46,F,H,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,45TH                         ST,34.0017,-118.2979
220806531,28/02/2022,16:45,8,West LA,847,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0385 1822,53,F,O,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2300    FOX HILLS                    DR,34.0473,-118.4206
220606733,28/02/2022,8:52,6,Hollywood,656,755,BOMB SCARE,1822 0404 1501,0,X,X,ELEMENTARY SCHOOL,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,900    VINE                         ST,34.0871,-118.3266
221207183,28/02/2022,11:02,12,77th Street,1239,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,0,X,X,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,5800 S  VERMONT                      AV,33.9856,-118.2915
220506276,28/02/2022,23:00,5,Harbor,562,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1200 W  11TH                         ST,33.7338,-118.3034
220506295,28/02/2022,18:45,5,Harbor,504,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913,38,F,H,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1500 W  204TH                        ST,33.8449,-118.304
221906363,28/02/2022,4:10,19,Mission,1913,901,VIOLATION OF RESTRAINING ORDER,2038 2004,17,M,H,YARD (RESIDENTIAL/BUSINESS),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,13200    WOODCOCK                     AV,34.3104,-118.4614
220405977,28/02/2022,15:00,4,Hollenbeck,409,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,41,M,H,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,MAYCREST                     AV,34.0942,-118.1613
221806652,28/02/2022,10:30,18,Southeast,1829,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0432 0421,43,M,H,CONSTRUCTION SITE,511,VERBAL THREAT,IC,Invest Cont,2000 E  101ST                        ST,33.9449,-118.2368
222106303,28/02/2022,12:00,21,Topanga,2156,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),385,70,F,W,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,21900    VANOWEN                      ST,34.1938,-118.6044
221806667,28/02/2022,8:00,18,Southeast,1844,210,ROBBERY,1822 0352 0346 0305 2024 1259 1251,15,F,H,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,300 E  111TH                        ST,33.9348,-118.2695
220506239,28/02/2022,7:00,5,Harbor,513,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,0,X,X,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,25800    VERMONT                      AV,33.7896,-118.2933
221300603,28/02/2022,23:15,13,Newton,1361,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1407 1402 1822,0,X,X,STREET,102,HAND GUN,IC,Invest Cont,51ST                         ST,33.9965,-118.2783
221307109,28/02/2022,21:00,13,Newton,1333,210,ROBBERY,0302 0334 0337 0432 0344 1822 0342 1252,35,F,H,SIDEWALK,102,HAND GUN,IC,Invest Cont,32ND                         ST,34.0169,-118.2643
220107459,28/02/2022,17:00,1,Central,158,624,BATTERY - SIMPLE ASSAULT,446,30,F,H,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,6TH,34.0395,-118.2405
221906543,28/02/2022,8:40,19,Mission,1954,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 0344,69,M,W,HEALTH SPA/GYM,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,10400 N  SEPULVEDA                    BL,34.2586,-118.4673
221506273,28/02/2022,3:25,15,N Hollywood,1522,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0302 1309 1501,21,F,H,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,ATOLL,34.1939,-118.4211
220107546,28/02/2022,15:00,1,Central,162,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 1822 0344,27,F,B,OTHER STORE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,600 W  9TH                          ST,34.0462,-118.2585
220806512,28/02/2022,20:02,8,West LA,847,440,THEFT PLAIN - PETTY ($950 & UNDER),394,39,M,C,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2300    FOX HILLS                    DR,34.0473,-118.4206
220906251,28/02/2022,13:00,9,Van Nuys,974,946,OTHER MISCELLANEOUS CRIME,2004 0344,35,M,B,OTHER STORE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,14600    VENTURA                      BL,34.1547,-118.453
220206501,28/02/2022,20:25,2,Rampart,238,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416 1814 1310 0913,32,M,H,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,200 N  BIXEL                        ST,34.0628,-118.2553
220606781,28/02/2022,10:30,6,Hollywood,638,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0448 0419 0913 1309,45,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,1700 N  GRAMERCY                     PL,34.1024,-118.3123
220506442,28/02/2022,23:30,5,Harbor,566,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,0,M,W,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,200 W  7TH                          ST,33.7347,-118.2842
221806723,28/02/2022,14:00,18,Southeast,1806,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,91ST                         ST,33.9538,-118.2651
220107493,28/02/2022,17:00,1,Central,111,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,GRAND                        AV,34.0635,-118.2434
220806421,28/02/2022,11:24,8,West LA,822,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 1309 0342 1606,52,F,W,GAS STATION,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,17200    PACIFIC COAST                HY,34.043,-118.5398
221207118,28/02/2022,2:50,12,77th Street,1215,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0448 0913 1814,25,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,1000 W  57TH                         ST,33.9905,-118.2915
220706215,28/02/2022,19:30,7,Wilshire,702,310,BURGLARY,1822 0321 0344,28,F,W,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,700 N  POINSETTIA                   PL,34.084,-118.3547
221605898,28/02/2022,13:00,16,Foothill,1623,662,"BUNCO, GRAND THEFT",1822 0923,71,F,B,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,11000    DE HAVEN                     AV,34.2701,-118.4094
221406755,28/02/2022,21:03,14,Pacific,1496,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0913 1814 2000,27,M,B,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,5900 W  CENTURY                      BL,33.9456,-118.3932
221605876,28/02/2022,13:00,16,Foothill,1621,354,THEFT OF IDENTITY,1822 0377,21,M,H,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,13600    JUDD                         ST,34.2595,-118.4365
220206557,28/02/2022,8:45,2,Rampart,238,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0321 1822 1601,32,M,W,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1300    COLTON                       ST,34.063,-118.2566
221106184,28/02/2022,0:35,11,Northeast,1143,310,BURGLARY,358,0,X,X,RESTAURANT/FAST FOOD,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2400    HYPERION                     AV,34.1053,-118.2785
